PrimarySupervisor,CreatedDate,JobType,Supervisee,Supervisor,Creator,Term,Positionc,Hour,Form_ID,start,endD,note
,2020-07-28 13:00:26.140000000,Primary,B00764566,B00679959,riddellt,Fall 2020,S50101,10,24738,2020-08-11 00:00:00,,
,2020-07-28 13:01:01.747000000,Primary,B00761531,B00679959,riddellt,Fall 2020,S50101,10,24739,2020-08-11 00:00:00,,
,2020-07-28 13:01:26.790000000,Primary,B00771484,B00679959,riddellt,Fall 2020,S50101,10,24740,2020-08-11 00:00:00,,
,2020-07-28 13:01:56.003000000,Primary,B00765756,B00732238,riddellt,Fall 2020,S50101,10,24741,2020-08-11 00:00:00,,
,2020-07-28 13:02:38.970000000,Primary,B00769209,B00679959,riddellt,Fall 2020,S50101,10,24742,2020-08-11 00:00:00,,
,2020-07-28 13:03:17.723000000,Primary,B00763659,B00679959,riddellt,Fall 2020,S50101,10,24743,2020-08-11 00:00:00,,
,2020-07-28 13:15:59.997000000,Primary,B00735111,B00712966,buenrostroa,Fall 2020,S43314,15,24744,2020-08-11 00:00:00,,Student said that they should be on campus. follow up AB
,2020-07-28 13:17:36.320000000,Primary,B00734813,B00679959,riddellt,Fall 2020,S50101,10,24745,2020-08-11 00:00:00,,
,2020-07-28 13:18:06.070000000,Primary,B00767987,B00679959,riddellt,Fall 2020,S50101,10,24746,2020-08-11 00:00:00,,
,2020-07-28 13:18:56.120000000,Primary,B00766925,B00679959,riddellt,Fall 2020,S50101,10,24747,2020-08-11 00:00:00,,
,2020-07-28 13:19:33.863000000,Primary,B00761513,B00679959,riddellt,Fall 2020,S50101,10,24748,2020-08-11 00:00:00,,
,2020-07-28 13:20:03.143000000,Primary,B00766123,B00679959,riddellt,Fall 2020,S50101,10,24749,2020-08-11 00:00:00,,
,2020-07-28 13:20:48,Primary,B00764826,B00679959,riddellt,Fall 2020,S50101,10,24750,2020-08-11 00:00:00,,
,2020-07-28 13:21:21.340000000,Primary,B00763921,B00679959,riddellt,Fall 2020,S50101,10,24751,2020-08-11 00:00:00,,
,2020-07-28 13:23:45.167000000,Primary,B00764571,B00679959,riddellt,Fall 2020,S50101,10,24752,2020-08-11 00:00:00,,
,2020-07-28 13:29:37.980000000,Primary,B00768826,B00679959,riddellt,Fall 2020,S50101,10,24753,2020-08-11 00:00:00,,
,2020-07-28 13:30:24.083000000,Primary,B00763234,B00679959,riddellt,Fall 2020,S50101,10,24754,2020-08-11 00:00:00,,
,2020-07-28 13:31:37.747000000,Primary,B00764855,B00679959,riddellt,Fall 2020,S50101,10,24755,2020-08-11 00:00:00,,
,2020-07-28 13:32:10.987000000,Primary,B00770170,B00679959,riddellt,Fall 2020,S50101,10,24756,2020-08-11 00:00:00,,
,2020-07-28 13:32:40.177000000,Primary,B00759303,B00679959,riddellt,Fall 2020,S50101,10,24757,2020-08-11 00:00:00,,
,2020-07-28 13:33:21.133000000,Primary,B00768186,B00679959,riddellt,Fall 2020,S50101,10,24758,2020-08-11 00:00:00,,
,2020-07-28 13:34:06.897000000,Primary,B00771655,B00679959,riddellt,Fall 2020,S50101,10,24759,2020-08-11 00:00:00,,
,2020-07-28 13:34:33.753000000,Primary,B00770391,B00679959,riddellt,Fall 2020,S50101,10,24760,2020-08-11 00:00:00,,
,2020-07-28 13:35:26.083000000,Primary,B00764715,B00712558,riddellt,Fall 2020,S50101,10,24761,2020-08-11 00:00:00,,
,2020-07-28 13:39:00.440000000,Primary,B00770425,B00712558,riddellt,Fall 2020,S50101,10,24762,2020-08-11 00:00:00,,
,2020-07-28 13:42:05.627000000,Primary,B00712752,B00712558,riddellt,Fall 2020,S50101,10,24763,2020-08-11 00:00:00,,
,2020-07-28 13:45:17.783000000,Primary,B00771171,B00712558,riddellt,Fall 2020,S50101,10,24764,2020-08-11 00:00:00,,
,2020-07-28 13:47:34.227000000,Primary,B00762840,B00712558,riddellt,Fall 2020,S50101,10,24765,2020-08-11 00:00:00,,
,2020-07-28 13:50:21.673000000,Primary,B00770990,B00712558,riddellt,Fall 2020,S50101,10,24766,2020-08-11 00:00:00,,
,2020-07-28 13:50:59.320000000,Primary,B00766685,B00712558,riddellt,Fall 2020,S50101,10,24767,2020-08-11 00:00:00,,
,2020-07-28 13:52:17.267000000,Primary,B00763355,B00712558,riddellt,Fall 2020,S50101,10,24768,2020-08-11 00:00:00,,
,2020-07-28 13:52:57.573000000,Primary,B00760177,B00712558,riddellt,Fall 2020,S50101,10,24769,2020-08-11 00:00:00,,
,2020-07-28 13:53:26.687000000,Primary,B00761693,B00712558,riddellt,Fall 2020,S50101,10,24770,2020-08-11 00:00:00,,
,2020-07-28 13:54:26.103000000,Primary,B00736796,B00712558,riddellt,Fall 2020,S57304,10,24771,2020-08-11 00:00:00,,
,2020-07-28 13:55:14.693000000,Primary,B00766067,B00712558,riddellt,Fall 2020,S50101,10,24772,2020-08-11 00:00:00,,
,2020-07-28 13:56:05.713000000,Primary,B00761276,B00712558,riddellt,Fall 2020,S50101,10,24773,2020-08-11 00:00:00,,
B00735043,2020-07-28 13:58:01.847000000,Secondary,B00728720,B00325967,cookb,Fall 2020,S37205,5,24774,2020-08-11 00:00:00,,
,2020-07-28 14:15:47.197000000,Primary,B00751274,B00473030,saundersc,Summer 2020,S77111,40,24776,2020-07-30 00:00:00,,
,2020-07-28 14:16:25.773000000,Primary,B00730531,B00473030,saundersc,Summer 2020,S77111,40,24777,2020-07-30 00:00:00,,
,2020-07-28 14:17:13.417000000,Primary,B00732129,B00473030,saundersc,Summer 2020,S77112,40,24778,2020-07-30 00:00:00,,
,2020-07-28 14:17:56.283000000,Primary,B00746237,B00473030,saundersc,Summer 2020,S77111,40,24779,2020-07-30 00:00:00,,
,2020-07-28 14:30:13.290000000,Primary,B00750290,B00682506,caudillsar,Fall 2020,S50103,10,24780,2020-08-11 00:00:00,,
,2020-07-28 14:30:20.753000000,Primary,B00738521,B00626036,thomasmi,Fall 2020,S77112,15,24781,2020-08-11 00:00:00,,
,2020-07-28 14:48:29.903000000,Primary,B00768612,B00397367,gergenj,Fall 2020,S35127,10,24782,2020-08-11 00:00:00,,
,2020-07-28 15:56:46.453000000,Primary,B00742147,B00682506,caudillsar,Summer 2020,S50105,15,24783,2020-07-29 00:00:00,,
,2020-07-28 16:11:45.843000000,Primary,B00667538,B00326702,buenrostroa,Fall 2020,S23303,15,24784,2020-08-11 00:00:00,,leslie kaylor needs remote work agreement. AB
,2020-07-29 07:37:16.720000000,Primary,B00760074,B00711541,harshmane,Fall 2020,S07174,10,24785,2020-08-11 00:00:00,,
,2020-07-29 07:37:53.733000000,Primary,B00764173,B00711541,harshmane,Fall 2020,S07174,10,24786,2020-08-11 00:00:00,,
,2020-07-29 07:38:35.353000000,Primary,B00765658,B00711541,harshmane,Fall 2020,S07174,10,24787,2020-08-11 00:00:00,,
,2020-07-29 07:39:04.347000000,Primary,B00766263,B00711541,harshmane,Fall 2020,S07174,10,24788,2020-08-11 00:00:00,,
,2020-07-29 07:39:37.897000000,Primary,B00771236,B00711541,harshmane,Fall 2020,S07174,10,24789,2020-08-11 00:00:00,,
,2020-07-29 07:40:16.403000000,Primary,B00767283,B00711541,harshmane,Fall 2020,S07174,10,24790,2020-08-11 00:00:00,,
,2020-07-29 07:40:49.700000000,Primary,B00722064,B00711541,harshmane,Fall 2020,S07174,10,24791,2020-08-11 00:00:00,,
,2020-07-29 07:41:26.747000000,Primary,B00772020,B00711541,harshmane,Fall 2020,S07174,10,24792,2020-08-11 00:00:00,,
,2020-07-29 08:02:25.127000000,Primary,B00746251,B00670023,robbinsd,Fall 2020,S39416,10,24793,2020-08-11 00:00:00,,
B00761207,2020-07-29 10:19:08.457000000,Secondary,B00747210,B00313139,phelpss,Fall 2020,S45215,5,24794,2020-08-11 00:00:00,,
B00773980,2020-07-29 10:25:23.120000000,Secondary,B00693931,B00313139,phelpss,Fall 2020,S45215,5,24795,2020-08-11 00:00:00,,
,2020-07-29 10:51:00.470000000,Primary,B00759255,B00275624,lyonss,Fall 2020,S50123,10,24796,2020-08-11 00:00:00,,
,2020-07-29 11:08:07.477000000,Primary,B00764494,B00327134,davidsonj,Fall 2020,S50121,10,24797,2020-08-11 00:00:00,,
,2020-07-29 11:09:17.283000000,Primary,B00744806,B00733494,carringers,Fall 2020,S81102,10,24798,2020-08-11 00:00:00,,
,2020-07-29 11:48:05.660000000,Primary,B00744239,B00038543,peacha,Fall 2020,S35134,10,24799,2020-08-11 00:00:00,,
,2020-07-29 12:07:42.683000000,Primary,B00752850,B00733494,carringers,Fall 2020,S81312,10,24800,2020-08-11 00:00:00,,
,2020-07-29 12:12:58.740000000,Primary,B00720843,B00749991,elliottm,Fall 2020,S35105,15,24801,2020-08-11 00:00:00,,
,2020-07-29 12:13:43.280000000,Primary,B00716963,B00746900,elliottm,Fall 2020,S35105,15,24802,2020-08-11 00:00:00,,
,2020-07-29 12:14:54.650000000,Primary,B00743117,B00746900,elliottm,Fall 2020,S35105,15,24803,2020-08-11 00:00:00,,
